"","responseid","responseset","name","externaldatareference","emailaddress","ipaddress","status","startdate","enddate","finished","resp_id","cortex_id","proj_id","consent","gender","yearbirth","live","mar_status","arereligious","rel_aff","rel_afftext","religious_how","education","pol_interest","voted","tiredofpolitics","donotbelievepoliticans","nopartiesrepinterest","nochancetowin","unitedwouldwin","protestvote","electionsdontmatter","electionshonest","notime","notinterested","votinghard","why_novoted_____e","why_novoted_____etext","who_voted","who_votedtext","nationality","nationalitytext","proud_nationality","proud_citizen","russia_civ","us_attitudes","anger_ur","anger_putin","anger_russia","media_use","channel1","Russia1","NTV","Russia24","RenTV","Channel5","TVC","STAR","Culture","Moscow24","localTV","RBCTV","OTR","Euronews","Savior","Rain","BBC","RT","LifeNews","CurrentTime","RTVI","otherfederalTV","otherforeignTV","dontwatch","yandex","mailru","lenta","rbc","sportsru","meduza","liferu","tvrainru","RTonline","gazetaru","newsru","utroru","radioliberty","echo","bbc","fontanka","foreignmedia","localmedia","federalchannels","nointernet","v95","v96","social_media_use","odnoklassniki","vkontakte","facebook","livejournal","twitter","nonesocialmedia","trust_media_foreign","trust_media_domestic","trust_media_internet","domestic_control","v109","v110","v111","v112","foreign_control","v114","v115","v116","v117","v118","domestic_treat1","v120","v121","v122","v123","v124","foreign_treat1","v126","v127","v128","v129","v130","domestic_treat2","v132","v133","v134","v135","v136","foreign_treat2","v138","v139","v140","v141","v142","credible_mech","interesting_mech","biased_mech","dvintro","country_corruption","putin_corruption","putin_economy","putin_approve","putin_thirdperson","know_alexei","vote_alexei","us_russia_relations","russia_democratic","v157","locationlatitude","locationlongitude","locationaccuracy","female","age","generation","young","city","married","orthodox","howreligious","polinterest","regimesupport","russian","usattitudes","anger_putin2","angryinsultputin","anger_russia2","angryinsultrussia","media_use2","media_use3","trust_media_foreign2","trustforeignmedia","trust_media_domestic2","trustdomesticmedia","trust_media_internet2","trustinternet","treatments","basictreat","treat3","treat2","domestic_treat","foreign_treat","domestic_treat_cb","foreign_treat_cb","criticism","balanced","biased","corrupt_country","x","disapproveputin","pc","pe","pa","y","putin","presumedputin4","vote_navalny","relations","_est_oppvote","higheducation","trustsource","start","end","time","_est_nonvote","_est_pvote","russia_civ2","mediachoice","voteputin","regimesupport_pure","polinterest4","democracy","trustscale","onlyforeignmedia","nonvoter","oppositionvoter","regimevoter","educ2","cem_strata","cem_matched","cem_weights","socialmediause","angryinsultur","angercriticism","tvuse","intuse","foreignmediause","fm_proportion","upset_criticism","mediatrust","foreignmedia_tv_count","foreignmedia_tv_prop","fm_prop2","_est_choice1","_est_choice2","_est_choice3","_est_choice4","_est_putin_choice","_est_nav_choice","_est_dem_choice","RD","outlier","pass"
"86","R_2Yg1i8rXWQ2AQRh","Default Response Set","Anonymous",NA,NA,"109.252.54.16",0,"2/28/19 18:33","2/28/19 18:41",1,"C1877236874",1877236874,"S19005459",1,1,1980,"Suburb",1,2,NA,"","Two or three times a year",10,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is mainly part of European civilization","Very good","I completely agree","I completely agree","I completely agree","Internet",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,0,1,0,0,0,"To a large extent","Do not trust at all","To a large extent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"More","Disapprove","Disapprove","Neither approve or disapprove","Many but not most",1,"Probably not","Nothing",0,1,55.7527008056641,37.6172027587891,-1,"Male",39,"30-39","30+",0,1,0,"Two or three times a year","Interested in Politics","Regime Voter",1,"Favorable U.S.",1,"I completely agree",1,"I completely agree","Internet","Internet","Trust","To a large extent","Don't trust","Do not trust at all","Trust","To a large extent","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Not biased","More",0.677015900611877,0.665067672729492,2,2,3,-0.677015900611877,0.33493235707283,"Many, but not Most","No","No Opinion",1,1,"Mostly trust",1866997980000,1866998460000,8,1,1,"European civilization","Foreign Media",1,"Regime Voter",4,0,0.833333313465118,1,0,0,1,1,67,1,1,7,"I completely agree",1.5183492898941,2,4,1,0.16666667163372,1,"Foreign Media Truther",0,0,0.16666667163372,1,1,1,1,1,1,1,4.63871002197266,0,1
"87","R_25FsY5y0iTpuGZ5","Default Response Set","Anonymous",NA,NA,"91.78.108.50",0,"2/28/19 18:36","2/28/19 18:41",1,"C1877238319",1877238319,"S19005459",1,1,1989,"Big city",5,1,1,"","Never, almost never",10,"Little interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,"","Russians","","Somewhat not proud","Somewhat not proud","Russia is a mixture of European and Asian (Eastern) civilization","Very good","Somewhat disagree","Somewhat disagree","Somewhat agree","Internet",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,1,0,"Only in part","To a large extent","Only in part",NA,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Disapprove","Neither approve or disapprove","Many but not most",1,"Definitely not","Friend",4,1,55.7527008056641,37.6172027587891,-1,"Male",30,"30-39","30+",1,0,1,"Never, almost never","Not Interested in Politics","Opposition Voter",1,"Favorable U.S.",0,"Somewhat disagree",1,"Somewhat agree","Internet","Internet","Don't trust","Only in part","Trust","To a large extent","Don't trust","Only in part","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","About the same",0.359356015920639,0.582712948322296,3,2,3,-0.359356015920639,0.417287051677704,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1866998160000,1866998460000,5,1,1,"Mixture","Domestic Media",0,"Opposition Voter",2,0.400000005960464,0.333333343267441,0,0,1,0,1,141,0,0,7,"Somewhat disagree",-0.166373744606972,3,3,0,0,0.423411548137665,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,3.95727491378784,0,1
"88","R_D7yQzit6uajKMrn","Default Response Set","Anonymous",NA,NA,"91.122.95.43",0,"2/28/19 18:33","2/28/19 18:42",1,"C1877236775",1877236775,"S19005459",1,1,1987,"Big city",2,1,1,"","Less than once a year",8,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","Russians","","Very proud","Very proud","Russia is a mixture of European and Asian (Eastern) civilization","Somewhat bad","Somewhat disagree","Somewhat agree","I completely agree","Internet",1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,NA,NA,"Daily / Almost Daily",0,1,1,0,1,0,"Do not trust at all","Only in part","To a large extent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,"Don't trust at all","Somewhat interesting","Partially biased",1,"About the same","Neither approve or disapprove","Approve","Approve","Overwhelming majority",1,"Definitely not","Nothing",7,1,59.9499969482422,31.0332946777344,-1,"Male",32,"30-39","30+",1,0,1,"Less than once a year","Interested in Politics","Opposition Voter",1,"Unfavorable U.S.",1,"Somewhat agree",1,"I completely agree","Internet","Internet","Don't trust","Do not trust at all","Don't trust","Only in part","Trust","To a large extent","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Biased","About the same",-0.606329739093781,0.332354724407196,3,4,4,0.606329739093781,0.667645275592804,"Overwhelming majority","No","No Opinion",1,1,"Don't trust at all",1866997980000,1866998520000,9,1,1,"Mixture","None",0,"Opposition Voter",3,0.699999988079071,0.333333343267441,0,0,1,0,1,211,0,0,7,"Somewhat disagree",0.492186218500137,11,7,1,0.0555555559694767,0.637528359889984,"Media Skeptic",1,0.0909090936183929,0.0555555559694767,1,1,1,1,1,1,1,3.21187281608582,0,1
"89","R_u2mvHuThPC8xuVz","Default Response Set","Anonymous",NA,NA,"77.40.47.63",0,"2/28/19 18:37","2/28/19 18:42",1,"C1877238832",1877238832,"S19005459",1,1,1999,"Big city",5,1,1,"","Once a year",7,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,"","Russians","","Very proud","Somewhat proud","Russia is mainly part of European civilization","Somewhat good","Somewhat disagree","Somewhat disagree","Somewhat disagree","A television",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,0,1,0,1,0,"Only in part","Only in part","Only in part",1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Many but not most",1,"Maybe yes","Ally",7,1,56.6387939453125,47.8907928466797,-1,"Male",20,"18-29","18-29",1,0,1,"Once a year","Interested in Politics","Opposition Voter",1,"Favorable U.S.",0,"Somewhat disagree",0,"Somewhat disagree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic Control","Control","Control",NA,"Control",NA,NA,NA,NA,NA,"Biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Many, but not Most","Yes","Friendly",1,1,"Mostly trust",1866998220000,1866998520000,5,1,1,"European civilization","None",0,"Opposition Voter",4,0.699999988079071,0.5,0,0,1,0,0,34,1,3.1078431372549,7,"Somewhat disagree",-0.493222236633301,5,3,2,0.25,0.333333343267441,"Media Skeptic",1,0.200000002980232,0.25,1,1,1,1,1,1,1,5.73205471038818,1,1
"90","R_6xRh6TzWJ0WHQoV","Default Response Set","Anonymous",NA,NA,"37.21.205.71",0,"2/28/19 18:33","2/28/19 18:43",1,"C1877236651",1877236651,"S19005459",1,2,1994,"Small town",1,1,1,"","Once a week",6,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud",NA,"Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Neutral","Somewhat agree","Somewhat disagree","I completely agree","A television",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,0,0,0,0,"To a large extent","To a large extent","To a large extent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"More","Neither approve or disapprove","Fully approve","Neither approve or disapprove","Many but not most",1,"Maybe yes","Rival",8,1,56.5,84.9667053222656,-1,"Female",25,"18-29","18-29",0,1,1,"Once a week","Interested in Politics","Regime Voter",1,"Neutral U.S.",0,"Somewhat disagree",1,"I completely agree","Television","Television/Radio","Trust","To a large extent","Trust","To a large extent","Trust","To a large extent","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","More",-0.59776896238327,0.33457413315773,3,5,3,0.59776896238327,0.665425837039948,"Many, but not Most","Yes","Unfriendly",1,0,"Mostly trust",1866997980000,1866998580000,10,1,1,"Seperate","Both",1,"Regime Voter",3,0.800000011920929,0.5,0,0,0,1,0,171,1,0.31078431372549,7,"Somewhat agree",0.507700502872467,1,3,1,0.25,0.632706344127655,"Media Optimist",0,0,0.25,1,1,1,1,1,1,1,5.91541337966919,1,1
"91","R_3fDHFoGVRXAyNbf","Default Response Set","Anonymous",NA,NA,"185.57.30.179",0,"2/28/19 18:38","2/28/19 18:45",1,"C1877239235",1877239235,"S19005459",1,1,1968,"Big city",1,1,1,"","Two or three times a year",9,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is mainly part of European civilization","Neutral","Somewhat agree","Somewhat agree","Somewhat agree","A television",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Few times a week",1,1,0,0,0,0,"Only in part","To a large extent","Only in part",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Most",1,"Probably not","Ally",5,1,43.1056060791016,131.873504638672,-1,"Male",51,"50-59","30+",1,1,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"Somewhat agree",1,"Somewhat agree","Television","Television/Radio","Don't trust","Only in part","Trust","To a large extent","Don't trust","Only in part","Domestic Control","Control","Control",NA,"Control",NA,NA,NA,NA,NA,"Not biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Most","No","Friendly",1,1,"Mostly trust",1866998280000,1866998700000,7,1,1,"European civilization","Domestic Media",1,"Regime Voter",3,0.5,0.333333343267441,0,0,0,1,1,245,1,0.194240196078431,6,"Somewhat agree",0.512563526630402,1,1,0,0,0.666666686534882,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,2.85990571975708,0,1
"92","R_3Hk5F7aGyZBi1nh","Default Response Set","Anonymous",NA,NA,"5.136.95.66",0,"2/28/19 18:33","2/28/19 18:46",1,"C1877236747",1877236747,"S19005459",1,1,1985,"Big city",5,2,NA,"","Never, almost never",4,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"","Russians","","Somewhat not proud","Somewhat not proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat agree","I completely agree","I completely agree","Internet",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,"Mostly trust","Somewhat interesting","Partially biased",1,"About the same","Fully approve","Fully approve","Fully approve","Most",1,"Definitely not","Rival",10,1,57,86.1400146484375,-1,"Male",34,"30-39","30+",1,0,0,"Never, almost never","Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"I completely agree",1,"I completely agree","Internet","Internet","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign Balanced","Treatments","Balanced","Balanced",NA,"Balanced",NA,"Balanced",NA,"Foreign","Biased","About the same",-1.88829362392426,0,5,5,5,1.88829362392426,1,"Most","No","Unfriendly",1,0,"Mostly trust",1866997980000,1866998760000,13,1,1,"Mixture","None",0,"Opposition Voter",4,1,0.5,0,0,0,1,0,60,0,0,7,"Somewhat agree",1.17112350463867,1,3,0,0,0.880783438682556,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,4.23607301712036,0,1
"93","R_1OIVZ2izNCE2UZg","Default Response Set","Anonymous",NA,NA,"95.153.129.93",0,"2/28/19 18:37","2/28/19 18:46",1,"C1877238355",1877238355,"S19005459",1,2,1993,"Big city",1,1,1,"","Two or three times a year",7,"Little interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Somewhat proud","Somewhat proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat disagree","Somewhat agree","Somewhat disagree","A television",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"About the same","Neither approve or disapprove","Disapprove","Neither approve or disapprove","Many but not most",2,"Probably not","Ally",5,1,45.0355072021484,38.9750061035156,-1,"Female",26,"18-29","18-29",1,1,1,"Two or three times a year","Not Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"Somewhat agree",0,"Somewhat disagree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","About the same",0.359356015920639,0.582712948322296,3,2,3,-0.359356015920639,0.417287051677704,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1866998220000,1866998760000,9,1,1,"Mixture","None",1,"Regime Voter",2,0.5,0.5,0,0,0,1,0,105,1,0.443977591036415,7,"Somewhat disagree",-0.16151075065136,2,1,0,0,0.457371890544891,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,3.03969073295593,0,1
"94","R_D0Irb5FN9tw1oZz","Default Response Set","Anonymous",NA,NA,"93.185.30.85",0,"2/28/19 18:32","2/28/19 18:47",1,"C1877236539",1877236539,"S19005459",1,1,1961,"Big city",2,1,1,"","Two or three times a year",10,"Very interested","No",NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,"",NA,"","Russians","","Very proud","Somewhat proud","Russia is mainly part of European civilization","Neutral","Somewhat disagree","Do not agree at all","I completely agree","A television",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"Daily / Almost Daily",1,1,1,0,0,0,"To a large extent","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Approve","Disapprove","Neither approve or disapprove","Most",1,"Definitely not","Rival",1,1,59.8981018066406,30.2619018554688,-1,"Male",58,"50-59","30+",1,0,1,"Two or three times a year","Interested in Politics","Non-Voter",1,"Neutral U.S.",0,"Do not agree at all",1,"I completely agree","Television","Television/Radio","Trust","To a large extent","Don't trust","Only in part","Don't trust","Only in part","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Not biased","About the same",0.0416961126029491,0.5003582239151,4,2,3,-0.0416961126029491,0.4996417760849,"Most","No","Unfriendly",1,1,"Mostly trust",1866997920000,1866998820000,15,1,1,"European civilization","Foreign Media",0,"Non-Voter",4,0.100000001490116,0.666666686534882,1,1,0,0,1,95,1,1,7,"Somewhat disagree",-0.171236738562584,6,3,1,0.111111111938953,0.389451205730438,"Foreign Media Truther",2,0.333333343267441,0.111111111938953,1,1,1,1,1,1,1,4.61074256896973,0,1
"95","R_1nW7V9e5slqCSpX","Default Response Set","Anonymous",NA,NA,"93.81.70.168",0,"2/28/19 18:38","2/28/19 18:48",1,"C1877239233",1877239233,"S19005459",1,2,1988,"Big city",1,1,1,"","Two or three times a year",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Neutral","Do not agree at all","Do not agree at all","I completely agree","A television",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"Daily / Almost Daily",1,1,1,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Mostly trust",NA,"Not biased",1,"About the same","Approve","Neither approve or disapprove","Neither approve or disapprove","Most",1,"Definitely not","Nothing",8,1,53.2875061035156,34.3805999755859,-1,"Female",31,"30-39","30+",1,1,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Neutral U.S.",0,"Do not agree at all",1,"I completely agree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign Balanced","Treatments","Balanced","Balanced",NA,"Balanced",NA,"Balanced",NA,"Foreign","Not biased","About the same",-0.277345538139343,0.417645305395126,4,3,3,0.277345538139343,0.582354724407196,"Most","No","No Opinion",1,1,"Mostly trust",1866998280000,1866998880000,10,1,1,"Seperate","None",1,"Regime Voter",3,0.800000011920929,0.5,0,0,0,1,1,210,1,0.372941176470588,7,"Do not agree at all",-0.518462538719177,5,4,0,0,0.270234674215317,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,2.56789040565491,0,1
"96","R_27NG25iImfgVGwV","Default Response Set","Anonymous",NA,NA,"217.66.152.101",0,"2/28/19 18:35","2/28/19 18:48",1,"C1877237420",1877237420,"S19005459",1,1,1967,"Big city",3,1,1,"","Less than once a year",7,"Somewhat interested","No",1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"",NA,"","Russians","","Very proud","Somewhat proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Very bad","Do not agree at all","Do not agree at all","Somewhat agree","A television",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Never",0,0,0,0,0,0,"Do not trust at all","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't trust at all","Somewhat interesting","Partially biased",1,"About the same","Do not approve at all","Approve","Neither approve or disapprove","Most",1,"Definitely not","Enemy",8,1,59.8981018066406,30.2619018554688,-1,"Male",52,"50-59","30+",1,0,1,"Less than once a year","Interested in Politics","Non-Voter",1,"Unfavorable U.S.",0,"Do not agree at all",1,"Somewhat agree","Television","Television/Radio","Don't trust","Do not trust at all","Don't trust","Only in part","Don't trust","Only in part","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","About the same",0.35659247636795,0.581996500492096,1,4,3,-0.35659247636795,0.418003499507904,"Most","No","Unfriendly",1,1,"Don't trust at all",1866998100000,1866998880000,13,1,1,"Seperate","None",0,"Non-Voter",3,0.800000011920929,0.333333343267441,0,1,0,0,0,231,0,0,1,"Do not agree at all",-0.845310986042023,5,1,1,0.16666667163372,0.180156424641609,"Media Skeptic",1,0.200000002980232,0.16666667163372,1,1,1,1,1,1,1,15.2357740402222,1,1
"97","R_2q2EKpZWgIiJHN9","Default Response Set","Anonymous",NA,NA,"83.219.136.144",0,"2/28/19 18:35","2/28/19 18:48",1,"C1877237488",1877237488,"S19005459",1,1,1980,"Big city",1,2,NA,"","Less than once a year",9,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","Ukrainians","","I'm not proud at all","Somewhat proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","I completely agree","Somewhat agree","Somewhat disagree","Internet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,"2-3 times a month",0,0,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't trust at all","Not interesting","Not biased",1,"More","Disapprove","Disapprove","Disapprove","Minority",1,NA,"Nothing",1,1,54.7064971923828,20.5110015869141,-1,"Male",39,"30-39","30+",1,1,0,"Less than once a year","Interested in Politics","Opposition Voter",0,"Neutral U.S.",1,"Somewhat agree",0,"Somewhat disagree","Internet","Internet","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","More",1.00461828708649,0.75,2,2,2,-1.00461828708649,0.25,"Minority",NA,"No Opinion",1,1,"Don't trust at all",1866998100000,1866998880000,13,1,1,"Mixture","None",0,"Opposition Voter",3,0.100000001490116,0.5,0,0,1,0,1,213,0,0,4,"I completely agree",0.532940804958344,0,1,0,0,0.695805013179779,"Media Skeptic",0,NA,0,1,1,1,1,1,0,1,7.93436002731323,1,1
"98","R_1mIPYaOZVAaMpZg","Default Response Set","Anonymous",NA,NA,"5.16.125.5",0,"2/28/19 18:39","2/28/19 18:50",1,"C1877239362",1877239362,"S19005459",1,1,1993,"Big city",2,1,1,"","Less than once a year",7,"Little interested","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,"","Russians","","Somewhat proud","Somewhat proud","Russia is mainly part of European civilization","Neutral","Somewhat disagree","Somewhat agree","Somewhat disagree","A television",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,"2-3 times a month",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Not interesting","Partially biased",1,"Less","Approve","Disapprove","Approve","Most",2,"Definitely not","Nothing",7,1,55.7386016845703,37.6067962646484,-1,"Male",26,"18-29","18-29",1,0,1,"Less than once a year","Not Interested in Politics","Non-Voter",1,"Neutral U.S.",1,"Somewhat agree",0,"Somewhat disagree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic One-Sided","Treatments","One-Sided","One-Sided","One-Sided",NA,"One-Sided",NA,"Domestic",NA,"Biased","Less",-0.285906314849854,0.415425896644592,4,2,4,0.285906314849854,0.584574103355408,"Most","No","No Opinion",1,1,"Mostly trust",1866998340000,1.866999e+12,11,1,1,"European civilization","None",0,"Non-Voter",2,0.699999988079071,0.5,0,1,0,0,0,103,0,0,4,"Somewhat disagree",-0.16151075065136,3,2,0,0,0.457371890544891,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,7.91161489486694,1,1
